ID,Nome,Idade,Destino,Classe,Valor_Gasto,Hora_Entrada_Restaurante,Hora_Saída_Restaurante,Objeto_Carregado
1785,Rodrigo Montenegro,41,Berlim,3ª Classe,132.75,20,21,Carteira
1786,Maria Helena Pimenta,54,Berlim,2ª Classe,425.32,17,19,Carteira
1787,Dr. Breno Vieira,18,Roma,1ª Classe,483.28,17,18,Boné
1788,Juan Pereira,55,Paris,2ª Classe,449.55,18,20,Faca
1789,Ana Sophia Leão,46,Londres,2ª Classe,385.33,14,16,Celular
1790,Carlos Eduardo Siqueira,26,Londres,3ª Classe,95.5,19,20,Jornal
1791,Stephany Moreira,59,Paris,1ª Classe,345.38,17,19,Carteira
1792,Vitor Gabriel Nunes,63,Londres,1ª Classe,476.33,14,16,Carteira
1793,Manuella Cassiano,40,Madri,3ª Classe,31.92,13,15,Carteira
1794,Melina das Neves,50,Roma,1ª Classe,260.41,13,14,Jornal
1795,Maria Clara Barros,41,Roma,1ª Classe,324.52,14,15,Carteira
1796,Danilo Moreira,56,Berlim,2ª Classe,487.8,20,22,Boné
1797,Rafael Ramos,36,Madri,1ª Classe,88.55,10,12,Celular
1798,Srta. Luísa Azevedo,55,Paris,1ª Classe,308.43,22,24,Boné
1799,Sr. Davi Lucas Nunes,67,Madri,3ª Classe,359.29,13,15,Celular
1800,Eduarda Moraes,20,Londres,2ª Classe,383.68,20,21,Faca
1801,Isadora Teixeira,32,Madri,3ª Classe,498.93,20,22,Boné
1802,Ana Julia Moura,25,Madri,1ª Classe,307.48,20,22,Jornal
1803,Enzo Gabriel Caldeira,30,Madri,2ª Classe,456.42,15,16,Celular
1804,Srta. Marcela Gonçalves,41,Londres,2ª Classe,164.26,11,12,Boné
1805,Diogo Cardoso,44,Berlim,1ª Classe,182.47,18,19,Celular
1806,Dr. Henry Araújo,59,Roma,3ª Classe,122.87,22,24,Jornal
1807,Manuela Costa,70,Londres,3ª Classe,130.02,16,17,Chocolate
1808,João Guilherme Garcia,68,Berlim,2ª Classe,163.78,11,13,Boné
1809,Ana Vitória Siqueira,27,Madri,2ª Classe,319.99,22,23,Celular
1810,Brenda Ribeiro,47,Paris,1ª Classe,69.19,14,16,Chocolate
1811,Sara Souza,26,Paris,2ª Classe,21.73,12,13,Carteira
1812,Mariah Ramos,51,Roma,2ª Classe,183.64,16,17,Chocolate
1813,Ana Cecília Sousa,25,Berlim,2ª Classe,299.82,19,20,Bastão de Caminhada
1814,Diogo da Paz,20,Paris,3ª Classe,461.15,17,19,Chocolate
1815,Benício Nascimento,65,Roma,2ª Classe,381.25,21,22,Chocolate
1816,Lunna Leão,64,Madri,3ª Classe,51.06,10,12,Chocolate
1817,Valentina Montenegro,47,Roma,2ª Classe,224.91,18,20,Faca
1818,Ana Julia Duarte,24,Londres,2ª Classe,251.71,10,12,Jornal
1819,Mirella da Luz,42,Berlim,1ª Classe,477.22,10,11,Boné
1820,Eloá Lopes,35,Madri,3ª Classe,164.04,15,17,Carteira
1821,Ana Júlia Montenegro,36,Berlim,2ª Classe,225.07,12,14,Celular
1822,João Gabriel Caldeira,34,Madri,1ª Classe,463.01,20,22,Carteira
1823,Maitê Araújo,31,Madri,3ª Classe,379.88,10,11,Faca
1824,Sophie Rocha,52,Madri,1ª Classe,13.27,10,12,Jornal
1825,Dra. Bruna da Mota,54,Roma,3ª Classe,227.96,12,14,Jornal
1826,Bruno Mendes,25,Paris,2ª Classe,445.55,17,19,Carteira
1827,Luiz Otávio da Conceição,26,Berlim,3ª Classe,337.67,15,16,Chocolate
1828,Bruno da Rosa,32,Paris,2ª Classe,86.8,15,17,Boné
1829,Dr. Davi Lucas Pires,65,Madri,3ª Classe,390.75,21,23,Celular
1830,Luigi Mendonça,20,Roma,1ª Classe,466.86,22,24,Jornal
1831,Miguel Rodrigues,53,Paris,3ª Classe,317.37,13,14,Chocolate
1832,Erick Aparecida,32,Londres,2ª Classe,240.36,17,18,Chocolate
1833,Matheus Rodrigues,36,Londres,1ª Classe,321.04,11,12,Carteira
1834,Nicole Câmara,22,Roma,3ª Classe,309.5,21,22,Carteira
1835,Thales Barros,62,Berlim,3ª Classe,196.34,19,20,Chocolate
1836,Davi Lucas Vieira,48,Madri,3ª Classe,477.62,14,15,Celular
1837,Lívia Moreira,60,Roma,2ª Classe,400.41,16,18,Boné
1838,Felipe da Conceição,36,Paris,1ª Classe,65.06,22,24,Boné
1839,Dr. Mathias Dias,46,Berlim,1ª Classe,334.58,11,12,Boné
1840,Cauê Fogaça,38,Paris,2ª Classe,351.51,21,22,Celular
1841,Daniela Melo,48,Roma,3ª Classe,211.88,13,14,Jornal
1842,Luiz Felipe Montenegro,50,Londres,2ª Classe,39.79,22,24,Jornal
1843,Dra. Manuella Cavalcante,38,Roma,2ª Classe,406.42,16,18,Jornal
1844,Ana Julia Albuquerque,21,Berlim,2ª Classe,366.81,15,16,Jornal
1845,João Felipe Câmara,44,Londres,3ª Classe,439.05,18,19,Celular
1846,Rhavi Casa Grande,25,Madri,3ª Classe,171.55,19,20,Faca
1847,Luna Leão,19,Roma,1ª Classe,392.41,15,17,Celular
1848,Luan Sales,53,Paris,3ª Classe,34.12,13,15,Boné
1849,Sr. João Vitor Martins,28,Madri,2ª Classe,431.26,13,15,Celular
1850,Isabelly Marques,41,Berlim,2ª Classe,115.65,21,22,Celular
1851,Elisa Porto,20,Paris,3ª Classe,60.24,16,18,Carteira
1852,Benjamim das Neves,36,Berlim,1ª Classe,122.7,22,23,Carteira
1853,Srta. Raquel Gomes,65,Paris,2ª Classe,331.09,12,14,Celular
1854,Isaac Machado,22,Paris,3ª Classe,363.84,22,24,Carteira
1855,Davi Miguel Pastor,65,Madri,3ª Classe,460.3,11,13,Jornal
1856,Ana Júlia da Mata,56,Berlim,2ª Classe,218.32,21,22,Jornal
1857,Sra. Marcela Ribeiro,47,Londres,1ª Classe,139.49,20,22,Jornal
1858,Dra. Laís Farias,45,Paris,1ª Classe,483.77,18,20,Boné
1859,Maria Liz Marques,62,Madri,3ª Classe,129.86,10,12,Chocolate
1860,Dr. Diogo Ribeiro,41,Madri,3ª Classe,63.07,13,14,Boné
1862,Lavínia Fernandes,69,Paris,1ª Classe,284.83,13,15,Chocolate
1863,Bryan Barros,23,Londres,2ª Classe,312.08,17,18,Carteira
1864,Josué Camargo,49,Berlim,2ª Classe,162.61,15,16,Carteira
1865,Amanda Azevedo,62,Madri,3ª Classe,209.2,10,12,Chocolate
1866,Dr. Lucas das Neves,66,Madri,2ª Classe,277.34,15,16,Jornal
1867,Emilly da Cruz,63,Roma,3ª Classe,281.86,21,22,Celular
1868,Heloísa Santos,45,Paris,2ª Classe,72.37,10,11,Boné
1869,Cauê Melo,25,Londres,1ª Classe,224.42,11,12,Celular
1870,Cauã Rodrigues,49,Londres,3ª Classe,403.55,17,18,Chocolate
1871,Benicio Abreu,53,Roma,2ª Classe,14.54,11,13,Bastão de Caminhada
1872,Guilherme Cardoso,64,Berlim,3ª Classe,167.97,15,16,Carteira
1873,Carolina Lima,51,Londres,3ª Classe,476.48,15,17,Boné
1874,Augusto Teixeira,31,Berlim,3ª Classe,362.86,12,13,Boné
1875,Enzo Gabriel Gonçalves,48,Paris,2ª Classe,213.99,12,14,Carteira
1876,Anna Liz Marques,18,Berlim,3ª Classe,101.96,21,22,Boné
1877,Lara Abreu,39,Paris,1ª Classe,316.24,19,20,Carteira
1878,Sr. Alexandre Cavalcante,58,Madri,1ª Classe,179.03,10,11,Jornal
1879,Sra. Lívia Siqueira,70,Roma,3ª Classe,367.37,15,17,Celular
1880,Julia Nogueira,53,Madri,3ª Classe,333.09,11,12,Carteira
1881,Diego Ferreira,31,Berlim,1ª Classe,138.84,11,12,Celular
1882,Yago Almeida,55,Roma,2ª Classe,292.07,19,21,Bengala
1883,Ryan Sá,65,Madri,3ª Classe,455.52,13,14,Carteira
1884,Bárbara da Rosa,32,Londres,1ª Classe,465.48,19,20,Carteira
1885,Mateus Moraes,48,Paris,2ª Classe,48.12,10,11,Boné
1886,Josué da Mata,46,Roma,3ª Classe,241.13,14,15,Jornal
1887,Srta. Caroline Guerra,43,Roma,2ª Classe,356.06,15,17,Celular
1888,Brenda Pimenta,38,Madri,1ª Classe,442.81,13,14,Faca
1889,João das Neves,35,Londres,2ª Classe,284.64,17,19,Chocolate
1890,Aurora Almeida,53,Roma,3ª Classe,180.61,10,12,Celular
1891,Bernardo Sousa,67,Berlim,3ª Classe,217.8,19,20,Boné
1892,Joana Rios,29,Paris,1ª Classe,226.62,18,19,Carteira
1893,Dr. Vinícius Garcia,37,Berlim,1ª Classe,456.41,14,15,Chocolate
1894,Lucca Ribeiro,20,Berlim,3ª Classe,244.58,10,12,Jornal
1895,Dr. Diego Cirino,21,Madri,1ª Classe,432.96,17,19,Boné
1896,Erick Vasconcelos,48,Madri,1ª Classe,28.71,10,11,Chocolate
1897,Ana Lopes,29,Londres,1ª Classe,215.59,11,12,Boné
1898,Srta. Larissa da Rosa,63,Paris,2ª Classe,57.76,18,20,Bastão de Caminhada
1899,Vitor Gabriel Nascimento,30,Madri,3ª Classe,18.17,20,22,Celular
1900,Lavínia Pimenta,28,Madri,3ª Classe,472.71,18,19,Celular
1901,João Pedro Sampaio,43,Roma,3ª Classe,338.12,11,12,Celular
1902,Isabella Brito,50,Londres,3ª Classe,140.65,12,14,Carteira
1903,Laura Novais,56,Londres,3ª Classe,257.68,12,13,Jornal
1904,Pedro Henrique Peixoto,53,Berlim,1ª Classe,177.31,19,20,Chocolate
1905,Manuela Barbosa,47,Paris,1ª Classe,459.83,12,13,Carteira
1906,Levi Ramos,55,Paris,1ª Classe,396.48,13,15,Boné
1907,Sr. Caleb Fernandes,64,Londres,2ª Classe,420.28,20,21,Chocolate
1908,Felipe Araújo,65,Londres,2ª Classe,36.13,21,23,Carteira
1909,Ana Cecília Peixoto,26,Madri,2ª Classe,212.85,13,15,Celular
1910,Benício Moura,29,Berlim,2ª Classe,351.8,14,15,Boné
1911,Benício Abreu,55,Berlim,2ª Classe,388.46,18,20,Celular
1912,Eloah Lima,61,Londres,1ª Classe,475.34,19,21,Carteira
1913,Maria Clara Novaes,54,Londres,3ª Classe,222.59,20,22,Jornal
1914,Luiz Miguel Ferreira,62,Madri,3ª Classe,416.63,22,24,Carteira
1915,Srta. Luísa da Cunha,67,Londres,2ª Classe,116.94,14,15,Celular
1916,Renan Duarte,51,Londres,2ª Classe,78.51,19,21,Jornal
1917,Isis Costa,42,Madri,1ª Classe,167.96,11,13,Celular
1918,Raquel Nascimento,18,Londres,2ª Classe,242.99,15,16,Carteira
1919,Srta. Alana Mendes,40,Berlim,1ª Classe,238.75,12,13,Boné
1920,Camila Marques,57,Roma,3ª Classe,292.22,16,18,Boné
1921,Maria Cecília da Cruz,33,Berlim,3ª Classe,192.88,15,17,Chocolate
1922,Dr. Emanuel Moreira,37,Paris,1ª Classe,383.95,18,19,Boné
1923,Jade Ramos,67,Berlim,3ª Classe,206.37,10,11,Boné
1924,Catarina Fonseca,37,Madri,3ª Classe,471.99,13,14,Carteira
1925,Davi Lucas Rodrigues,39,Paris,1ª Classe,161.54,22,23,Celular
1926,Arthur Miguel Pereira,47,Roma,1ª Classe,235.69,20,21,Jornal
1927,Evelyn da Conceição,29,Berlim,2ª Classe,49.38,13,14,Boné
1928,Maysa Moreira,64,Londres,1ª Classe,345.51,22,24,Carteira
1929,Manuella Ramos,28,Berlim,1ª Classe,240.69,20,22,Chocolate
1930,Sophie Pereira,48,Roma,2ª Classe,356.05,22,23,Boné
1931,Giovanna Brito,38,Londres,2ª Classe,388.9,14,16,Chocolate
1932,Thomas Oliveira,52,Paris,2ª Classe,249.27,21,22,Jornal
1933,Giovanna Lima,56,Londres,1ª Classe,190.87,15,16,Chocolate
1934,Gabriel Sampaio,66,Roma,1ª Classe,326.33,12,14,Carteira
1935,Melina da Costa,31,Berlim,2ª Classe,55.5,16,17,Boné
1936,Esther Câmara,36,Berlim,2ª Classe,340.88,17,18,Jornal
1937,Valentina Vieira,44,Londres,1ª Classe,205.13,18,19,Boné
1938,Augusto Ferreira,23,Berlim,3ª Classe,369.01,20,22,Celular
1939,João Felipe da Paz,18,Londres,2ª Classe,73.08,18,20,Chocolate
1940,Felipe Barbosa,18,Roma,3ª Classe,480.36,16,18,Celular
1941,Matheus Camargo,37,Roma,2ª Classe,373.61,11,13,Boné
1942,Ayla Sá,67,Roma,3ª Classe,174.18,18,20,Carteira
1943,Eloah Moraes,29,Roma,3ª Classe,382.21,20,21,Carteira
1944,Cauã Martins,39,Madri,2ª Classe,106.83,19,21,Boné
1945,Lorena Sá,47,Berlim,1ª Classe,69.56,17,19,Jornal
1946,Luiz Miguel Viana,56,Berlim,2ª Classe,218.59,20,22,Celular
1947,Noah das Neves,19,Madri,2ª Classe,97.58,15,17,Carteira
1948,Léo Rios,38,Berlim,3ª Classe,27.45,11,13,Chocolate
1949,Manuela Leão,52,Roma,1ª Classe,95.86,18,19,Carteira
1950,Henry Mendonça,27,Roma,2ª Classe,447.43,15,17,Chocolate
1951,Evelyn Rodrigues,33,Madri,3ª Classe,234.63,11,13,Jornal
1952,Dr. João Gabriel Dias,27,Madri,3ª Classe,322.53,11,13,Boné
1953,Vitor Hugo Lima,64,Paris,2ª Classe,464.45,21,23,Boné
1954,Maria Sophia Marques,19,Londres,3ª Classe,135.86,20,21,Celular
1955,Fernanda Viana,45,Paris,1ª Classe,289.74,14,15,Chocolate
1956,Isabel Machado,21,Berlim,3ª Classe,241.73,22,24,Jornal
1957,Fernanda Macedo,62,Londres,2ª Classe,255.77,10,12,Celular
1958,Kevin Novais,61,Berlim,2ª Classe,12.48,13,14,Celular
1959,Maria Isis Costa,60,Londres,2ª Classe,140.86,19,21,Carteira
1960,Noah da Conceição,32,Paris,3ª Classe,169.06,11,13,Chocolate
1961,Sophie Aparecida,56,Roma,3ª Classe,216.17,19,21,Boné
1962,Ryan Costela,48,Madri,1ª Classe,178.05,15,17,Celular
1963,Lucas Novais,27,Roma,3ª Classe,254.5,18,19,Chocolate
1964,Liz Lima,34,Roma,1ª Classe,333.74,19,20,Chocolate
1965,Allana da Mata,53,Berlim,1ª Classe,111.7,18,20,Jornal
1966,Antony Peixoto,66,Berlim,2ª Classe,340.51,10,11,Chocolate
1967,Srta. Bruna Dias,28,Madri,2ª Classe,286.8,16,17,Chocolate
1968,Luan Brito,36,Madri,3ª Classe,250.47,13,15,Celular
1969,Heloísa Pires,26,Roma,3ª Classe,474.92,11,12,Boné
1970,Dr. José Miguel Novais,31,Paris,3ª Classe,151.78,12,14,Boné
1971,Juan Brito,40,Londres,2ª Classe,451.22,14,16,Celular
1972,Yago Novaes,58,Paris,3ª Classe,443.53,20,22,Boné
1973,Theo Souza,52,Roma,1ª Classe,430.94,17,19,Jornal
1974,Marcelo Almeida,46,Londres,1ª Classe,206.03,10,12,Celular
1975,João Felipe Jesus,59,Londres,3ª Classe,454.57,16,18,Bengala
1976,Rodrigo Rios,44,Londres,3ª Classe,24.23,13,14,Chocolate
1977,Vitória Farias,50,Paris,3ª Classe,289.59,16,17,Jornal
1978,Ana Vitória Rodrigues,33,Londres,3ª Classe,316.49,20,21,Faca
1979,Maitê Abreu,19,Madri,3ª Classe,200.78,18,19,Celular
1980,Kevin Farias,28,Roma,2ª Classe,364.3,13,14,Boné
1981,Sophia Moraes,63,Londres,2ª Classe,75.0,11,12,Jornal
1982,Sr. Vitor Gabriel Cunha,47,Roma,1ª Classe,345.0,17,18,Celular
1983,Dr. João Guilherme da Luz,47,Madri,3ª Classe,64.47,19,21,Celular
1984,Sara das Neves,28,Londres,2ª Classe,363.8,11,12,Chocolate
1985,Felipe Nunes,61,Roma,3ª Classe,497.81,16,17,Celular
1986,Gabrielly Rios,34,Madri,1ª Classe,360.74,19,20,Boné
1987,Dra. Stephany Teixeira,70,Paris,2ª Classe,407.71,21,22,Jornal
1988,Dr. Ryan Gomes,63,Madri,3ª Classe,328.32,16,17,Carteira
1989,Ana Cecília Mendonça,34,Madri,1ª Classe,363.78,15,17,Chocolate
1990,Ana Lívia Correia,27,Londres,2ª Classe,112.94,11,13,Chocolate
1991,Guilherme Carvalho,22,Roma,3ª Classe,250.87,13,15,Jornal
1992,Josué Pires,62,Roma,2ª Classe,395.81,21,23,Chocolate
1993,Gael Rezende,56,Paris,1ª Classe,82.53,14,15,Jornal
1994,Stephany Barbosa,41,Madri,2ª Classe,359.76,14,15,Chocolate
1995,Natália Novais,37,Roma,3ª Classe,225.53,14,15,Chocolate
1996,Maria Helena Siqueira,62,Londres,1ª Classe,307.65,16,18,Chocolate
1997,Ana Liz Cunha,19,Londres,3ª Classe,158.45,19,20,Jornal
1998,Josué Duarte,64,Madri,3ª Classe,436.41,18,20,Boné
1999,Sr. Benício Carvalho,28,Berlim,3ª Classe,86.38,18,20,Boné
2000,Stella Costa,42,Roma,3ª Classe,92.87,18,20,Carteira
